"y","N","E","avg_ew","sd_ew","med_ew","max_ew","avg_ew_scaled","sd_ew_scaled","med_ew_scaled","deg_max","deg_min","strength_mean","assort","ed","ld","mean_deg","nc","nc_weighted","m","m_weighted","beta_eff","pcgroup"
2004,4,6,289953.232042947,216297.451049083,237501.731045844,694829.860473841,0.166666666666667,0.124328930292826,0.136517263705172,1,1,0.5,NA,1,1.5,3,0,0.299960471599812,-0.25,-0.284357907015246,451305.416326932,"Puget Sound"
2004,4,6,61342.6578522176,33919.6492675178,55244.806747788,115799.901020056,0.166666666666667,0.0921589490227029,0.150098937895387,1,1,0.5,NA,1,1.5,3,0,0.216590519207979,-0.25,-0.270376066291608,80098.6532184964,"North WA Coast"
2004,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"WA Coast"
2004,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,"Other Coastal Washington"
2004,3,3,1112076.5356806,890692.881827449,936034.014063531,2077645.84797984,0.333333333333333,0.266975893969484,0.280566425070935,1,1,0.666666666666667,NA,1,1,2,0,0.532467931848968,-0.333333333333333,-0.368971397313736,1825457.12081502,"Astoria"
2004,3,3,266626.638119054,202434.451614942,378471.087087451,388462.174722408,0.333333333333333,0.253081053769968,0.473159883495282,1,1,0.666666666666667,NA,1,1,2,0,0.657323628333624,-0.333333333333333,-0.365358343221992,420323.61112122,"Tillamook"
2004,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Columbia River"
2004,3,3,736602.442896941,571064.262496979,892431.840177955,1213577.18469344,0.333333333333333,0.258422648473747,0.403850520627365,1,1,0.666666666666667,NA,1,1,2,0,0.644313779956522,-0.333333333333333,-0.366724465955426,1179330.26038647,"Newport"
2004,3,3,755516.036470003,563428.05949771,1042825.98877099,1117371.61580867,0.333333333333333,0.24858420483489,0.460094354247985,1,1,0.666666666666667,NA,1,1,2,0,0.644425962160328,-0.333333333333333,-0.364230386780031,1175693.98492571,"Coos Bay"
2004,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Brookings"
2004,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,"Crescent City"
2004,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Eureka"
2004,3,3,85248.857682298,64607.3222815269,81266.0686725035,151755.437501714,0.333333333333333,0.252622435999095,0.317760147103134,1,1,0.666666666666667,NA,1,1,2,0,0.550070046474691,0,0,134212.635096712,"Morro Bay"
2004,3,3,356574.158844315,154096.175955585,318055.000471785,526275.877316215,0.333333333333333,0.144052480279766,0.297324780444575,1,1,0.666666666666667,NA,1,1,2,0,0.275922743233574,-0.333333333333333,-0.34370889187071,423167.967888403,"Fort Bragg"
2004,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Bodega Bay"
2004,3,3,793423.862642217,776954.18028139,484809.781438266,1677268.98307191,0.333333333333333,0.326414088300806,0.203678346579166,1,1,0.666666666666667,NA,1,1,2,0,0.543748807834694,-0.333333333333333,-0.386606411853957,1554250.23386637,"San Francisco"
2004,3,3,153512.56349345,127127.203148394,99727.899222405,298691.552514994,0.333333333333333,0.276040823099187,0.216546661182903,1,1,0.666666666666667,NA,1,1,2,0,0.446515529432866,-0.333333333333333,-0.371432601341972,258789.456879591,"San Diego"
2004,3,3,133545.356297728,89946.54986211,179367.981589604,191353.292227438,0.333333333333333,0.224509366095272,0.447708021110367,1,1,0.666666666666667,NA,1,1,2,0,0.581996432305091,0,2.22044604925031e-16,194126.884973725,"Monterey"
2004,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Santa Barbara"
2004,3,3,386721.225992933,314257.840040979,362216.847821954,712513.90945684,0.333333333333333,0.270873710327209,0.312211849670209,1,1,0.666666666666667,NA,1,1,2,0,0.584312972192079,-0.333333333333333,-0.370019616806548,642093.787386878,"Los Angeles"
2004,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,"Unknown Ports"
2005,4,6,583559.430255021,328531.547471262,516175.177290684,1004139.80653201,0.166666666666667,0.0938297884894918,0.147421482294474,1,1,0.5,NA,1,1.5,3,0,0.25193847300623,0,-4.44089209850063e-16,768515.703923144,"Puget Sound"
2005,3,3,148913.103493362,80533.0593075277,148877.580238819,229463.91855215,0.333333333333333,0.180268575919552,0.333253816591222,1,1,0.666666666666667,NA,1,1,2,0,0.405514809889622,-0.333333333333333,-0.349581713065365,192465.8432408,"North WA Coast"
2005,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"WA Coast"
2005,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,"Other Coastal Washington"
2005,3,3,1038878.60732248,836041.900734357,828526.116081654,1960008.24122871,0.333333333333333,0.268251393005741,0.265839887433056,1,1,0.666666666666667,NA,1,1,2,0,0.51313296206279,0,-4.44089209850063e-16,1711686.82077196,"Astoria"
2005,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Tillamook"
2005,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Columbia River"
2005,3,3,908312.538910908,654994.906346345,1279569.24016399,1293337.03693288,0.333333333333333,0.240370606036736,0.4695774436474,1,1,0.666666666666667,NA,1,1,2,0,0.624466662253055,-0.333333333333333,-0.362222347456567,1380637.10667925,"Newport"
2005,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Coos Bay"
2005,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Brookings"
2005,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,"Crescent City"
2005,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Eureka"
2005,4,6,52737.4308119349,48910.5790833721,39420.712374016,145100.094027125,0.166666666666667,0.154572626217453,0.124581698953673,1,1,0.5,NA,1,1.5,3,0,0.406823767321608,-0.25,-0.301146633518095,98098.8507643345,"Morro Bay"
2005,3,3,248737.427532625,105529.417887432,262930.907987223,346451.78821596,0.333333333333333,0.141420103030254,0.352354033991307,1,1,0.666666666666667,NA,1,1,2,0,0.337427630759109,-0.333333333333333,-0.343333156103877,293509.370983716,"Fort Bragg"
2005,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Bodega Bay"
2005,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"San Francisco"
2005,3,3,204669.948543778,190951.186209392,134756.873335625,420724.462257413,0.333333333333333,0.310990430476003,0.219470215818878,1,1,0.666666666666667,NA,1,1,2,0,0.535526000074544,-0.333333333333333,-0.381690857257158,382821.923341265,"San Diego"
2005,4,6,79049.4126908715,60613.278899445,64940.1407048412,191068.683377622,0.166666666666667,0.127796182236204,0.136918876633097,1,1,0.5,NA,1,1.5,3,0,0.346727696511061,0,-4.44089209850063e-16,125526.286507875,"Monterey"
2005,3,3,478408.868883713,308148.427933298,423601.190722386,810283.630137064,0.333333333333333,0.214703675715928,0.295145859726492,1,1,0.666666666666667,NA,1,1,2,0,0.434357148946433,0,0,676890.669313805,"Santa Barbara"
2005,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Los Angeles"
2005,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,"Unknown Ports"
2006,3,3,937859.660158298,309278.888573678,864888.1569913,1277099.10818749,0.333333333333333,0.109923656211519,0.30739785980535,1,1,0.666666666666667,NA,1,1,2,0,0.21293266693328,-0.333333333333333,-0.339374938430787,1039850.85882146,"Puget Sound"
2006,3,3,116749.850968061,58770.7541894297,93707.5939312889,183550.201088988,0.333333333333333,0.167796800030484,0.267545220698467,1,1,0.666666666666667,NA,1,1,2,0,0.281101599196854,-0.333333333333333,-0.347411216383568,146334.484433154,"North WA Coast"
2006,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"WA Coast"
2006,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,"Other Coastal Washington"
2006,3,3,836065.082602866,439066.080056275,986177.452550593,1180387.87891859,0.333333333333333,0.175052592273223,0.39318209115188,1,1,0.666666666666667,NA,1,1,2,0,0.443537689127164,-0.333333333333333,-0.348655038364121,1066644.04908215,"Astoria"
2006,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,"Tillamook"
2006,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Columbia River"
2006,5,10,414589.378660927,363047.662353093,185952.298311886,1003195.66881291,0.1,0.0875680085017355,0.044852161652691,1,1,0.4,NA,1,2,4,0,0.406188245017736,-0.2,-0.25014596908994,732502.986495636,"Newport"
2006,3,3,645343.552586991,371781.888001378,831325.980582709,887433.932538251,0.333333333333333,0.192033058211663,0.429397115820542,1,1,0.666666666666667,NA,1,1,2,0,0.497494093918225,-0.333333333333333,-0.351771681056395,859526.791408823,"Coos Bay"
2006,3,3,387502.440243092,312022.385683964,355867.991861086,714136.998932329,0.333333333333333,0.268404663024594,0.30612107598414,1,1,0.666666666666667,NA,1,1,2,0,0.570964359841519,-0.333333333333333,-0.369353864900006,638747.230099995,"Brookings"
2006,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,"Crescent City"
2006,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Eureka"
2006,4,6,61795.403824111,41853.2789697662,57660.610465683,119940.90466564,0.166666666666667,0.112881315814613,0.155514830385021,1,1,0.5,NA,1,1.5,3,0,0.394096283247688,-0.25,-0.281171840258283,90142.1230316906,"Morro Bay"
2006,5,10,107046.19823555,69051.8977578233,97532.0827407841,271646.656454436,0.1,0.0645066325530573,0.0911121406910405,1,1,0.4,NA,1,2,4,0,0.178611096394364,-0.2,-0.225287885993178,151589.252193101,"Fort Bragg"
2006,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Bodega Bay"
2006,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"San Francisco"
2006,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"San Diego"
2006,3,3,170716.902965099,131927.567659252,246436.226677007,247333.531758978,0.333333333333333,0.257595206582488,0.481179118561735,1,1,0.666666666666667,NA,1,1,2,0,0.669248108388524,-0.333333333333333,-0.366510978560471,272668.630100429,"Monterey"
2006,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Santa Barbara"
2006,3,3,521725.696175722,361585.393801421,387311.329833234,931268.358958837,0.333333333333333,0.231018838987525,0.2474552768963,1,1,0.666666666666667,NA,1,1,2,0,0.395507110044606,-0.333333333333333,-0.360018185316905,772324.809788277,"Los Angeles"
2006,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Unknown Ports"
2007,3,3,898724.644265942,439210.799124354,1003242.14646082,1276248.62300843,0.333333333333333,0.162901507866959,0.37209845190505,1,1,0.666666666666667,NA,1,1,2,0,0.402271277425932,-0.333333333333333,-0.346601783965998,1113368.94861237,"Puget Sound"
2007,3,3,119073.061476315,110979.759716355,90636.9396794102,241504.09433083,0.333333333333333,0.310676930450331,0.253729205009814,1,1,0.666666666666667,NA,1,1,2,0,0.592041410703382,0,2.22044604925031e-16,222509.614748693,"North WA Coast"
2007,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"WA Coast"
2007,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"WA Coast"
2007,4,6,489208.816954339,236996.492316029,469542.358819521,811528.157835853,0.166666666666667,0.0807414216937378,0.159966576830028,1,1,0.5,NA,1,1.5,3,0,0.139115181839351,-0.25,-0.266098045575642,604021.41931049,"Astoria"
2007,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,"Tillamook"
2007,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Columbia River"
2007,5,10,486301.151455142,424329.934572575,269239.475004427,1364224.82856281,0.1,0.0872566172839336,0.0553647619790311,1,1,0.4,NA,1,2,4,0,0.37949663783414,0,0,856557.0984863,"Newport"
