"y","N","E","avg_ew","sd_ew","med_ew","max_ew","avg_ew_scaled","sd_ew_scaled","med_ew_scaled","deg_max","deg_min","strength_mean","assort","ed","ld","mean_deg","nc","nc_weighted","m","m_weighted","beta_eff","pcgroup"
2004,6,15,157303.416376897,176115.780071673,105797.045962989,694829.860473841,0.0666666666666667,0.0746395232551516,0.0448377826749378,1,1,0.333333333333333,NA,1,2.5,5,0,0.287764755315944,-0.166666666666667,-0.227701241152489,354481.38431078,"Puget Sound"
2004,5,10,42149.8123749869,35630.700235157,29630.7305400901,115799.901020056,0.1,0.0845334729326136,0.0702986060210175,1,1,0.4,NA,1,2,4,0,0.238661642509245,0,0,72269.680713974,"North WA Coast"
2004,4,6,1163818.58358393,1543668.17295089,566768.338717712,4076315.07771321,0.166666666666667,0.221063688494191,0.0811650467853809,1,1,0.5,NA,1,1.5,3,0,0.584438010819961,-0.25,-0.346773936194588,3211312.4643256,"WA Coast"
2004,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,"Other Coastal Washington"
2004,5,10,515636.432803956,622509.475401889,267988.947026525,2077645.84797984,0.1,0.120726433548687,0.0519724615984251,1,1,0.4,NA,1,2,4,0,0.440064019874422,-0.2,-0.278015171040958,1267169.9209593,"Astoria"
2004,3,3,266626.638119054,202434.451614942,378471.087087451,388462.174722408,0.333333333333333,0.253081053769968,0.473159883495282,1,1,0.666666666666667,NA,1,1,2,0,0.657323628333624,-0.333333333333333,-0.365358343221992,420323.61112122,"Tillamook"
2004,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Columbia River"
2004,6,15,335191.64457642,411389.655964926,93328.988296735,1213577.18469344,0.0666666666666667,0.0818217801908115,0.0185623139889966,1,1,0.333333333333333,NA,1,2.5,5,0,0.481265293072284,-0.166666666666667,-0.255628103585366,840101.154623456,"Newport"
2004,5,10,371502.763439814,438662.969214502,85283.9894393733,1117371.61580867,0.1,0.118077982826517,0.0229564885735203,1,1,0.4,NA,1,2,4,0,0.529724259643741,0,6.66133814775094e-16,889467.148895205,"Coos Bay"
2004,4,6,300542.491486193,347165.761215786,226968.25239818,858074.696140358,0.166666666666667,0.19252172934518,0.125865869678868,1,1,0.5,NA,1,1.5,3,0,0.634976115294195,-0.25,-0.334578710739808,701564.207798387,"Brookings"
2004,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,"Crescent City"
2004,3,3,561155.364408322,547050.134823419,548912.078823335,1114224.37805004,0.333333333333333,0.3249546498293,0.326060667947164,1,1,0.666666666666667,NA,1,1,2,0,0.72282886660138,-0.333333333333333,-0.386131095556175,1094454.81941017,"Eureka"
2004,5,10,35848.6536966345,47451.5031178606,16120.9799987418,151755.437501714,0.1,0.132366206885799,0.0449695548824901,1,1,0.4,NA,1,2,4,0,0.475934810131731,0,-4.44089209850063e-16,98658.4084840431,"Morro Bay"
2004,5,10,139568.579576265,168050.26377228,65024.6042081515,526275.877316215,0.1,0.120406945662474,0.0465897155402517,1,1,0.4,NA,1,2,4,0,0.331444564307519,-0.2,-0.276836660405554,341912.769362197,"Fort Bragg"
2004,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Bodega Bay"
2004,3,3,793423.862642217,776954.18028139,484809.781438266,1677268.98307191,0.333333333333333,0.326414088300806,0.203678346579166,1,1,0.666666666666667,NA,1,1,2,0,0.543748807834694,-0.333333333333333,-0.386606411853957,1554250.23386637,"San Francisco"
2004,5,10,68446.0336542937,86374.624330497,48420.2861586666,298691.552514994,0.1,0.126193761302162,0.0707422820191848,1,1,0.4,NA,1,2,4,0,0.378437249561257,-0.2,-0.279076477451505,177445.42090756,"San Diego"
2004,6,15,60468.5071422121,66715.6086721569,20189.2894746256,191353.292227438,0.0666666666666667,0.0735541103131615,0.0222587375685702,1,1,0.333333333333333,NA,1,2.5,5,0,0.430643025613932,-0.166666666666667,-0.238734201566448,134076.615740435,"Monterey"
2004,3,3,1104776.48623203,1062121.33046916,946496.931927182,2237155.27123328,0.333333333333333,0.320463413099256,0.285577201579576,1,1,0.666666666666667,NA,1,1,2,0,0.661287085783305,-0.333333333333333,-0.384681732900946,2125889.56629504,"Santa Barbara"
2004,7,21,103140.669246638,168583.649434523,38415.1113666994,712513.90945684,0.0476190476190476,0.0778334374679951,0.0177358846982806,1,1,0.285714285714286,NA,1,3,6,0,0.451612577637816,-0.142857142857143,-0.253381796658415,378691.012910793,"Los Angeles"
2004,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,"Unknown Ports"
2005,4,6,583559.430255021,328531.547471262,516175.177290684,1004139.80653201,0.166666666666667,0.0938297884894918,0.147421482294474,1,1,0.5,NA,1,1.5,3,0,0.25193847300623,0,-4.44089209850063e-16,768515.703923144,"Puget Sound"
2005,4,6,92291.5463398873,81797.962806078,66063.3468945151,229463.91855215,0.166666666666667,0.147716603975905,0.119301910656078,1,1,0.5,NA,1,1.5,3,0,0.397763027234118,-0.25,-0.299241183157952,164789.050007055,"North WA Coast"
2005,3,3,1980582.2094937,2233746.68600335,890782.272555094,4550050.36163017,0.333333333333333,0.375941086968626,0.149919262508642,1,1,0.666666666666667,NA,1,1,2,0,0.560315626424866,-0.333333333333333,-0.403999183768909,4499853.68093969,"WA Coast"
2005,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,"Other Coastal Washington"
2005,6,15,400977.579575557,501049.627186626,236391.576358013,1960008.24122871,0.0666666666666667,0.0833046788163728,0.039302542652258,1,1,0.333333333333333,NA,1,2.5,5,0,0.388028079335406,0,2.22044604925031e-16,1027074.25353323,"Astoria"
2005,5,10,53869.4049962345,74533.7601534709,4446.97101641525,219475.006803043,0.1,0.138360095417206,0.00825509585028106,1,1,0.4,NA,1,2,4,0,0.59304295548197,-0.2,-0.311493044004249,156994.386662608,"Tillamook"
2005,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Columbia River"
2005,5,10,427380.372596509,511108.276430384,115117.004493694,1293337.03693288,0.1,0.11959095672204,0.0269354916310995,1,1,0.4,NA,1,2,4,0,0.519278893202811,0,4.44089209850063e-16,1038619.65026513,"Newport"
2005,5,10,273150.636138664,422217.900543198,73828.758532856,1378559.23028593,0.1,0.154573281070032,0.0270285874404396,1,1,0.4,NA,1,2,4,0,0.538572947047999,-0.2,-0.315277298434903,925786.698273291,"Coos Bay"
2005,3,3,568215.509586693,561736.146035056,496743.424848964,1162267.14692828,0.333333333333333,0.329532332103859,0.291405529808155,1,1,0.666666666666667,NA,1,1,2,0,0.689764108582641,0,-4.44089209850063e-16,1123546.17627659,"Brookings"
2005,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,"Crescent City"
2005,3,3,646002.87999797,769740.649981987,391884.040901442,1510672.20996425,0.333333333333333,0.397181227212901,0.20220964592948,1,1,0.666666666666667,NA,1,1,2,0,0.708840288999561,-0.333333333333333,-0.412209796958506,1563182.48798448,"Eureka"
2005,5,10,38492.8343132971,41842.3197466608,26759.4567769986,145100.094027125,0.1,0.108701581718046,0.0695180213522359,1,1,0.4,NA,1,2,4,0,0.378204171902909,0,-4.44089209850063e-16,83976.0977054398,"Morro Bay"
2005,5,10,101352.087523704,115251.319045275,50991.6890032174,346451.78821596,0.1,0.113713808823445,0.0503114343760228,1,1,0.4,NA,1,2,4,0,0.358479512846779,-0.2,-0.270867518039671,232408.752129347,"Fort Bragg"
2005,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Bodega Bay"
2005,5,10,181237.66355376,233300.792900421,18785.0347713782,586772.487627981,0.1,0.128726440368846,0.010364862580457,1,1,0.4,NA,1,2,4,0,0.583059963504143,-0.2,-0.303278102470857,481557.469606766,"San Francisco"
2005,5,10,96820.451968303,122964.660987559,57450.5455760202,420724.462257413,0.1,0.127002775227506,0.0593372003622007,1,1,0.4,NA,1,2,4,0,0.423766153118284,-0.2,-0.281689444854208,252988.983971598,"San Diego"
2005,6,15,47493.2506606391,47931.5820049428,39965.1934941703,191068.683377622,0.0666666666666667,0.067281955980701,0.0560994708907725,1,1,0.333333333333333,NA,1,2.5,5,0,0.303843079104925,0,2.22044604925031e-16,95867.209518768,"Monterey"
2005,5,10,195758.4594708,248218.023489004,112031.255889508,810283.630137064,0.1,0.126798108321868,0.0572293305701147,1,1,0.4,NA,1,2,4,0,0.407283634823559,0,0,510494.217768786,"Santa Barbara"
2005,2,1,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0.5,1,NA,NA,-0.5,-0.5,NA,"Los Angeles"
2005,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,"Unknown Ports"
2006,4,6,591211.26476901,430632.035794089,500167.463302145,1277099.10818749,0.166666666666667,0.121398238231681,0.141000770538871,1,1,0.5,NA,1,1.5,3,0,0.262022026725573,-0.25,-0.284841325452214,904879.087598157,"Puget Sound"
